"full_name","html_url","clone_url","default_branch","description","matched_frameworks","stars","forks","language","topics","open_issues","size_kb","created_at","updated_at","pushed_at","license","lifetime_days","contributors","total_commits","commits_per_month"
"awslabs/amazon-bedrock-agent-samples","https://github.com/awslabs/amazon-bedrock-agent-samples","https://github.com/awslabs/amazon-bedrock-agent-samples.git","main","Example Jupyter notebooks 📓 and code scripts 💻 for using Amazon Bedrock Agents 🤖 and its functionalities","crewai","798","271","Python","amazon-bedrock,amazon-bedrock-agents,bedrock,bedrock-agents,generative-ai,multi-agents-collaboration","43","89358","2024-11-27T19:43:30Z","2026-06-10T08:46:46Z","2026-04-05T20:02:56Z","Apache-2.0","494","43","335","20.34"
"databrickslabs/kasal","https://github.com/databrickslabs/kasal","https://github.com/databrickslabs/kasal.git","main","","crewai","79","32","Python","","13","89066","2025-05-14T09:55:53Z","2026-06-11T02:55:30Z","2026-06-13T17:06:12Z","","395","7","888","67.44"
"skillrepos/ai-aip","https://github.com/skillrepos/ai-aip","https://github.com/skillrepos/ai-aip.git","main","","crewai","66","149","Python","","1","9221","2025-07-02T18:39:11Z","2026-04-27T03:46:02Z","2026-03-25T14:51:46Z","MIT","265","3","305","34.53"
"gpsaggese/gpsaggese.github.io","https://github.com/gpsaggese/gpsaggese.github.io","https://github.com/gpsaggese/gpsaggese.github.io.git","master","","crewai","28","63","Jupyter Notebook","","115","2004119","2025-07-08T01:49:41Z","2026-06-13T17:14:54Z","2026-06-13T19:33:46Z","","340","18","379","33.44"
"rolandpg/zettelforge","https://github.com/rolandpg/zettelforge","https://github.com/rolandpg/zettelforge.git","master","Agentic memory for CTI in Python — STIX knowledge graphs, threat-actor alias resolution, offline-first RAG, MCP server for Claude Code and LangChain agents","crewai","40","6","Python","agentic-memory,ai-agent,claude-code,cti,cybersecurity,knowledge-graph,langchain,llm,llm-memory,mcp,mcp-server,mitre-attack,osint,python,rag,soc-automation,stix,threat-hunting,threat-intelligence,zettelkasten","12","22899","2026-04-06T20:26:58Z","2026-06-09T02:40:42Z","2026-06-10T05:21:48Z","MIT","64","6","387","181.41"
"sochdb/sochdb","https://github.com/sochdb/sochdb","https://github.com/sochdb/sochdb.git","main","SochDB is a high-performance embedded, ACID-compliant vector database purpose-built for AI agents and memory","crewai","31","5","Rust","ai-agents,ai-agents-mcp,ai-agents-memory,database,embeddings,knowledge,knowledge-graph,knowledge-graph-embeddings,knowledge-graphs-embeddings,llm,llm-databases,llms,toon,vector-database,vector-database-python,vector-databases","1","79271","2026-01-01T06:26:46Z","2026-06-13T19:03:45Z","2026-06-13T19:03:40Z","AGPL-3.0","163","6","244","44.91"
"al1-nasir/codegraph-cli","https://github.com/al1-nasir/codegraph-cli","https://github.com/al1-nasir/codegraph-cli.git","main","AI-powered code intelligence CLI with multi-agent analysis, impact graphs, and conversational coding.","crewai","26","6","Python","ai-agents,cli,code-analysis,local-cursor,rag,tree-sitter","0","818","2026-02-13T16:58:48Z","2026-06-09T20:01:10Z","2026-04-08T18:14:04Z","MIT","54","2","13","7.22"
"meth04/vn_stock_rag","https://github.com/meth04/vn_stock_rag","https://github.com/meth04/vn_stock_rag.git","main","Hệ thống phân tích chứng khoán Việt Nam chuyên sâu sử dụng kiến trúc Multi-Agent RAG với CrewAI và Google Gemini.","crewai","25","7","Python","agentic-ai,agentic-rag,crewai,gemini,rag,rag-chatbot,stock-analysis,vn-stock,vn-stock-ai","0","92061","2025-09-25T05:06:11Z","2026-05-31T02:09:40Z","2026-03-28T14:25:39Z","NOASSERTION","184","2","31","5.05"
"ajaykuma/GenAI_GCP_HF_OpenAI_Databricks","https://github.com/ajaykuma/GenAI_GCP_HF_OpenAI_Databricks","https://github.com/ajaykuma/GenAI_GCP_HF_OpenAI_Databricks.git","main","","crewai","12","12","Jupyter Notebook","","0","250390","2025-01-29T12:18:05Z","2026-06-03T07:50:37Z","2026-06-03T07:50:33Z","","489","2","171","10.49"
"outskill-git/GenAIEngineering-Cohort3","https://github.com/outskill-git/GenAIEngineering-Cohort3","https://github.com/outskill-git/GenAIEngineering-Cohort3.git","main","","crewai","11","56","Jupyter Notebook","","0","28185","2025-09-06T16:17:26Z","2026-06-13T13:46:55Z","2026-01-18T16:32:37Z","","134","2","47","10.52"
"elizaOS/eliza","https://github.com/elizaOS/eliza","https://github.com/elizaOS/eliza.git","develop","Open source agentic operating system","crewai","18576","5560","TypeScript","agent,agentic,ai,autonomous,chatbot,crypto,discord,eliza,elizaos,framework,plugins,rag,slack,swarm,telegram","29","2278739","2024-07-09T07:55:40Z","2026-06-13T16:24:46Z","2026-06-13T19:32:36Z","MIT","704","712","31478","1341.39"
"dbt-labs/dbt-mcp","https://github.com/dbt-labs/dbt-mcp","https://github.com/dbt-labs/dbt-mcp.git","main","A MCP (Model Context Protocol) server for interacting with dbt.","crewai","578","124","Python","data-analytics,data-engineering,dbt,llm,mcp,mcp-server,model-context-protocol","33","7172","2025-03-12T20:13:12Z","2026-06-12T01:32:15Z","2026-06-12T01:32:12Z","Apache-2.0","456","42","602","39.61"
"aws-samples/amazon-bedrock-samples","https://github.com/aws-samples/amazon-bedrock-samples","https://github.com/aws-samples/amazon-bedrock-samples.git","main","This repository contains examples for customers to get started using the Amazon Bedrock Service. This contains examples for all available foundational models","crewai","1444","687","Jupyter Notebook","amazon-bedrock,amazon-titan,bedrock,embeddings,generative-ai,knowledge-base,langchain,rag","129","1184785","2023-07-05T18:23:34Z","2026-06-11T12:34:13Z","2026-06-01T17:54:43Z","MIT-0","1061","151","2151","60.82"
"Sumanth077/Hands-On-AI-Engineering","https://github.com/Sumanth077/Hands-On-AI-Engineering","https://github.com/Sumanth077/Hands-On-AI-Engineering.git","main","A curated collection of practical AI projects implementing OCR systems, RAG, AI agents, and other AI use cases.","crewai","2169","592","Python","agents,ai,ai-agents,ai-engineering,generative-ai,llms,mcp,ocr,python,rag","11","122788","2025-02-24T19:15:35Z","2026-06-13T17:44:05Z","2026-06-12T01:33:28Z","","472","8","235","14.94"
"arklexai/arksim","https://github.com/arklexai/arksim","https://github.com/arklexai/arksim.git","main","Find your agents errors be fore your real users do","crewai","205","22","Python","agents,ai,chatbot,conversational-ai,evaluation,llm,open-source,python,simulation,testing","18","4025","2026-02-27T13:45:12Z","2026-06-12T17:09:21Z","2026-06-08T03:33:59Z","Apache-2.0","100","14","178","53.4"
"fetchai/uAgent-Examples","https://github.com/fetchai/uAgent-Examples","https://github.com/fetchai/uAgent-Examples.git","main","Source codes of uAgents and uAgent-based applications","crewai, openai-swarm, uagents","39","25","Python","","12","14688","2024-10-04T10:16:25Z","2026-05-23T18:28:44Z","2026-05-28T12:22:46Z","Apache-2.0","601","13","93","4.64"
"Scale3-Labs/langtrace-python-sdk","https://github.com/Scale3-Labs/langtrace-python-sdk","https://github.com/Scale3-Labs/langtrace-python-sdk.git","main","Langtrace SDK for Python Applications","crewai","45","20","Python","ai,llm,observability,open-telemetry,python,tracing","7","7395","2024-02-13T20:14:00Z","2026-01-21T04:35:28Z","2025-07-24T21:03:04Z","Apache-2.0","527","13","1271","72.35"
"techloset/agentic-ai","https://github.com/techloset/agentic-ai","https://github.com/techloset/agentic-ai.git","master","Cloud-Native Applied AI Agentic Developer","crewai, openai-agents","52","34","Python","","2","17386","2024-08-25T08:22:27Z","2026-05-25T10:13:22Z","2025-07-16T19:38:33Z","","325","4","126","11.63"
"Agentic-AI-Coach/AgenticAICoach","https://github.com/Agentic-AI-Coach/AgenticAICoach","https://github.com/Agentic-AI-Coach/AgenticAICoach.git","master","Developing Coaching Agents for AI Entrepreneurship","crewai","28","33","Python","agentic-ai,coaching,crewai,human-centered,langchain,llama-index,llm,responsible-ai","12","18780","2024-10-01T15:52:46Z","2026-05-29T17:32:03Z","2026-03-01T08:31:50Z","MIT","515","18","137","7.98"
"AgentOptimizer/agentopt","https://github.com/AgentOptimizer/agentopt","https://github.com/AgentOptimizer/agentopt.git","main","AgentOpt automatically finds the best LLM model combination for each step of your agent — optimizing for accuracy, cost, and latency.","crewai","77","6","Python","","10","28559","2026-03-15T06:01:18Z","2026-06-12T17:29:23Z","2026-05-28T19:34:07Z","Apache-2.0","74","7","169","68.51"
"neatlogs/neatlogs","https://github.com/neatlogs/neatlogs","https://github.com/neatlogs/neatlogs.git","main","AI agent debugging, collaboration, and trace observability. Built for teams using CrewAI, OpenAI, and more.","crewai, openai-agents","39","7","Python","","6","3875","2025-05-12T12:49:18Z","2026-06-12T11:51:30Z","2026-06-12T11:51:26Z","MIT","395","11","175","13.29"
"braintrustdata/braintrust-sdk-python","https://github.com/braintrustdata/braintrust-sdk-python","https://github.com/braintrustdata/braintrust-sdk-python.git","main","Python Tracing & Evals library for Braintrust","crewai","13","9","Python","","51","40493","2026-02-20T16:37:47Z","2026-06-12T16:11:38Z","2026-06-13T06:54:55Z","Apache-2.0","112","67","1583","424.02"
"langgenius/dify","https://github.com/langgenius/dify","https://github.com/langgenius/dify.git","main","Production-ready platform for agentic workflow development.","pydantic-ai","145080","22834","TypeScript","agent,agentic-ai,agentic-framework,agentic-workflow,ai,automation,gemini,genai,gpt,gpt-4,llm,low-code,mcp,nextjs,no-code,openai,orchestration,python,rag,workflow","748","394404","2023-04-12T07:40:24Z","2026-06-13T19:42:05Z","2026-06-13T12:27:01Z","NOASSERTION","1158","1343","11088","287.25"
"GoogleCloudPlatform/generative-ai","https://github.com/GoogleCloudPlatform/generative-ai","https://github.com/GoogleCloudPlatform/generative-ai.git","main","Sample code and notebooks for Generative AI on Google Cloud, with Gemini Enterprise Agent Platform","pydantic-ai","17020","4262","Jupyter Notebook","agents,gcp,gemini,gemini-api,gen-ai,generative-ai,google,google-cloud,google-gemini,langchain,large-language-models,llm,vertex-ai,vertex-ai-gemini-api,vertexai","73","417884","2023-05-05T12:31:07Z","2026-06-13T12:49:54Z","2026-06-12T15:47:16Z","Apache-2.0","1134","300","2126","56.24"
"Arize-ai/phoenix","https://github.com/Arize-ai/phoenix","https://github.com/Arize-ai/phoenix.git","main","AI Observability & Evaluation","openai-agents, pydantic-ai","10124","921","Python","agents,ai-monitoring,ai-observability,aiengineering,anthropic,datasets,evals,langchain,llamaindex,llm-eval,llm-evaluation,llmops,llms,openai,prompt-engineering,smolagents","588","483875","2022-11-09T23:44:35Z","2026-06-13T17:11:47Z","2026-06-13T19:41:37Z","NOASSERTION","1311","186","8773","200.76"
"coleam00/ottomator-agents","https://github.com/coleam00/ottomator-agents","https://github.com/coleam00/ottomator-agents.git","main","All the open source AI Agents hosted on the oTTomator Live Agent Studio platform!","pydantic-ai","5639","1931","Python","","33","52437","2024-12-02T00:47:45Z","2026-06-13T15:59:01Z","2025-11-09T21:46:48Z","MIT","342","3","91","7.98"
"PrefectHQ/marvin","https://github.com/PrefectHQ/marvin","https://github.com/PrefectHQ/marvin.git","main","an ambient intelligence library","pydantic-ai","6168","404","Python","agents,ai,ambient-ai,chatbots,gpt,llm,nli,python,structured-outputs","104","66576","2023-03-10T18:44:40Z","2026-06-12T14:11:56Z","2026-05-12T16:43:29Z","Apache-2.0","1158","62","3979","103.08"
"pydantic/monty","https://github.com/pydantic/monty","https://github.com/pydantic/monty.git","main","A minimal, secure Python interpreter written in Rust for use by AI","pydantic-ai","7689","375","Rust","","70","5299","2023-05-28T11:13:38Z","2026-06-13T19:54:33Z","2026-06-13T20:07:12Z","MIT","1112","40","505","13.62"
"lemony-ai/cascadeflow","https://github.com/lemony-ai/cascadeflow","https://github.com/lemony-ai/cascadeflow.git","main","Cascading runtime for AI agents. Optimize cost, latency, quality, and policy decisions inside the agent loop.","pydantic-ai","2495","580","Python","agent,ai,anthropic,api,budgets,claude,cost-optimization,cost-transparency,google-adk,gpt,huggingface,llm,model-cascading,n8n,ollama,openai,python,together-ai,typescript,vllm","5","33147","2025-10-24T11:08:44Z","2026-06-13T16:35:53Z","2026-05-16T21:00:22Z","MIT","204","7","507","74.56"
"TracecatHQ/tracecat","https://github.com/TracecatHQ/tracecat","https://github.com/TracecatHQ/tracecat.git","main","Open-source security automation platform for teams and AI agents","pydantic-ai","3675","371","Python","agents,automation,event-driven,fastapi,llm,low-code,monitoring,nextjs,openapi,orchestration,pydantic,security,temporalio,workflow-engine","101","104602","2024-02-27T06:48:32Z","2026-06-13T10:50:49Z","2026-06-12T19:02:09Z","AGPL-3.0","836","41","5367","192.6"
"potpie-ai/potpie","https://github.com/potpie-ai/potpie","https://github.com/potpie-ai/potpie.git","main","Spec-driven development for large codebases","pydantic-ai","5453","634","Python","agents,ai-agents,ai-agents-framework,artificial-intelligence,developer-tools,devtools,generative-ai,knowledge-graph,rag","105","54289","2024-08-12T09:18:25Z","2026-06-13T02:59:51Z","2026-06-13T04:21:27Z","Apache-2.0","669","44","663","29.73"
"apache/airflow","https://github.com/apache/airflow","https://github.com/apache/airflow.git","main","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows","pydantic-ai","45800","17233","Python","airflow,apache,apache-airflow,automation,dag,data-engineering,data-integration,data-orchestrator,data-pipelines,data-science,elt,etl,machine-learning,mlops,orchestration,python,scheduler,workflow,workflow-engine,workflow-orchestration","1714","638039","2015-04-13T18:04:58Z","2026-06-13T20:03:20Z","2026-06-13T17:31:39Z","Apache-2.0","4078","4433","39011","286.99"
"langwatch/scenario","https://github.com/langwatch/scenario","https://github.com/langwatch/scenario.git","main","Agentic testing for agentic codebases","pydantic-ai","897","65","Python","agent-simulations,agent-testing,ai-testing,javascript-library,python-library","137","77919","2025-04-04T14:23:33Z","2026-06-13T05:37:29Z","2026-06-12T15:23:33Z","Apache-2.0","434","12","518","35.81"
"baserow/baserow","https://github.com/baserow/baserow","https://github.com/baserow/baserow.git","develop","Build databases, automations, apps & agents with AI — no code.  Open source platform available on cloud and self-hosted. GDPR, HIPAA, SOC 2 compliant. Best Airtable alternative.","pydantic-ai","5044","630","Python","airtable,airtable-alternative,airtable-replacement,application-builder,automations,dashboards,database,low-code,no-code,no-code-database,no-code-platform,online-database,postgresql,restful-api,self-hosted,spreadsheet","1249","257895","2020-07-20T09:32:04Z","2026-06-13T13:41:31Z","2026-06-12T22:08:11Z","NOASSERTION","2153","81","7029","97.94"
"CloudChef/atlasclaw-providers","https://github.com/CloudChef/atlasclaw-providers","https://github.com/CloudChef/atlasclaw-providers.git","main","atlasclaw-providers are the integration with enterprise systems through skills and webhook.","pydantic-ai","12","5","Python","agent-skills,agentic-workflow,ai-integration,openclaw","0","1117","2026-03-11T02:11:32Z","2026-06-13T04:58:15Z","2026-06-13T04:58:12Z","Apache-2.0","94","7","130","41.49"
"ilanbenb/wa_llm","https://github.com/ilanbenb/wa_llm","https://github.com/ilanbenb/wa_llm.git","main","A WhatsApp bot that can participate in group conversations, powered by AI. The bot monitors group messages and responds when mentioned.","pydantic-ai","160","58","Python","communities,mcp,mcp-server,whatsapp,whatsapp-api,whatsapp-bot","16","1829","2024-12-31T13:20:07Z","2026-05-25T02:09:12Z","2026-06-12T22:51:19Z","MIT","528","8","304","17.27"
"m7mdhka/pydantic-ai-production-ready-template","https://github.com/m7mdhka/pydantic-ai-production-ready-template","https://github.com/m7mdhka/pydantic-ai-production-ready-template.git","main","🚀 Production-ready template for building AI applications with Pydantic AI, FastAPI, PostgreSQL, Redis, LiteLLM, and comprehensive monitoring. Includes admin panel, CI/CD, testing, and observability out of the box.","pydantic-ai","80","7","Python","alembic,asynchronous,ci-cd,commitizen,fastapi,grafana,litellm,llm-evaluation,postgresql,precommit,prometheus,prompt-versioning,pydantic-ai,redis,sqlalchemy,starlette-admin","1","2212","2025-11-10T21:45:00Z","2026-06-10T08:08:52Z","2026-01-20T05:40:49Z","","70","2","6","2.57"
